Artist Name;Popularity;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;Class
Jonas Brothers;72.0;0.669;0.629;-5.018;0.0803;0.217;;0.366;0.294;110.865;
Mr. Oizo;25.0;0.736;0.97;-4.955;0.128;0.000228;0.0104;0.148;0.703;128.59;
Pageants;41.0;0.6;0.779;-8.143;0.0326;0.353;0.158;0.104;0.595;119.053;
Celestial Teapot;16.0;0.381;0.404;-12.227;0.0324;0.314;0.916;0.112;0.0739;108.029;
yes/and;16.0;0.556;0.234;-16.707;0.0457;0.982;0.91;0.0844;0.395;108.8;
Sam Ezeh;47.0;0.675;0.622;-6.251;0.0234;0.247;0.45;0.107;0.662;108.002;
Albert Collins;51.0;0.537;0.695;-9.88;0.0377;0.00393;0.188;0.084;0.77;131.307;
Popa Chubby;33.0;0.683;0.684;-7.296;0.0515;0.257;0.000341;0.135;0.854;110.426;
T. Rex;58.0;0.363;0.803;-8.089;0.06;0.0117;0.00601;0.189;0.718;156.047;
Zuli Jr.;33.0;0.643;0.467;-5.503;0.0332;0.248;3.86e-06;0.105;0.784;171.937;
Harish Sivaramakrishnan;32.0;0.448;0.686;-7.411;0.0406;0.146;1.38e-05;0.107;0.228;123.641;
Talia Goddess;31.0;0.467;0.51;-10.471;0.103;0.16;0.000275;0.136;0.557;100.832;
Sila Lua;31.0;0.519;0.366;-14.319;0.0497;0.598;;0.117;0.372;79.789;
Marmozets;39.0;0.38;0.982;-3.287;0.15;0.000266;0.000309;0.366;0.168;161.095;
Lonnie Brooks;20.0;0.723;0.354;-15.958;0.0382;0.55;0.339;0.115;0.842;81.47;
Blu DeTiger;48.0;0.652;0.702;-5.791;0.184;0.514;0.0014;0.358;0.623;151.989;
Jon Batiste;52.0;0.738;0.507;-6.991;0.0272;0.229;0.00151;0.0724;0.7;80.015;
Aisha Badru;49.0;0.345;0.132;-13.633;0.052;0.865;0.0144;0.114;0.0414;208.648;
Bombino;40.0;0.215;0.832;-6.76;0.0504;0.000958;0.272;0.519;0.668;78.063;
The Avalanches;62.0;0.557;0.863;-5.321;0.0391;0.104;;0.697;0.373;105.362;
Cake;57.0;0.581;0.566;-8.169;0.0357;0.00698;2.93e-06;0.0968;0.449;83.904;
GRAZER;35.0;0.46;0.853;-9.045;0.0385;0.118;0.808;0.194;0.578;159.026;
Busta Rhymes;42.0;0.417;0.945;-2.639;0.357;0.000367;;0.249;0.805;177.645;
Dolly Ave;21.0;0.161;0.261;-10.281;0.0305;0.925;0.0106;0.184;0.085;66.909;
Lewis Del Mar;56.0;0.726;0.861;-5.167;0.0695;0.277;4.12e-06;0.0534;0.711;91.966;
Elizabeth;37.0;0.336;0.543;-8.483;0.0544;0.171;4.24e-06;0.0661;0.258;136.92;
The Velvet Underground;63.0;0.619;0.637;-7.369;0.0286;0.015;;0.374;0.936;105.205;
Tyla Yaweh;61.0;0.816;0.669;-5.943;0.3;0.00928;1.77e-06;0.124;0.774;173.936;
Fangclub;45.0;0.293;0.917;-6.104;0.074;1.28e-05;0.238;0.435;0.504;180.146;
JDM Global;20.0;0.727;0.801;-6.562;0.0307;0.251;0.817;0.0838;0.928;121.032;
Black Peaks;27.0;0.31;0.989;-3.876;0.104;0.000607;0.000769;0.328;0.146;181.958;
The Wrecks;54.0;0.533;0.661;-5.196;0.0418;0.0239;2.45e-06;0.347;0.603;142.079;
MISSIO;50.0;0.517;0.553;-5.135;0.0329;0.000104;3.7e-06;0.133;0.0775;139.26;
DaVido;63.0;0.552;0.656;-4.941;0.204;0.706;1.25e-05;0.0744;0.804;67.379;
Half Me;32.0;0.483;0.974;-2.832;0.159;0.000114;;0.966;0.327;93.455;
The Flaming Lips;61.0;0.555;0.902;-7.918;0.0958;0.337;;0.152;0.62;156.108;
Snow Patrol;70.0;0.56;0.595;-4.53;0.0274;0.199;6.47e-05;0.132;0.144;104.011;
Yot Club;75.0;0.372;0.537;-7.623;0.0305;0.937;0.873;0.287;0.228;123.735;
Nickelback;70.0;0.616;0.91;-3.004;0.0386;0.0459;;0.343;0.693;144.072;
Blondie;46.0;0.722;0.7;-8.241;0.05;0.111;0.00318;0.545;0.946;107.505;
Michael Burks;10.0;0.671;0.86;-5.381;0.0339;0.033;0.001;0.342;0.765;113.028;
George Thorogood;41.0;0.405;0.905;-2.572;0.0327;5.43e-05;0.0501;0.235;0.705;157.228;
Courting;35.0;0.434;0.837;-6.69;0.149;0.00598;;0.0895;0.843;131.906;
Peter Netz;24.0;0.667;0.103;-16.431;0.0654;0.973;0.943;0.0915;0.364;61.758;
The Who;44.0;0.554;0.818;-6.864;0.0362;0.0779;0.0106;0.341;0.512;142.339;
Public Image Ltd.;52.0;0.533;0.739;-9.361;0.0561;0.00299;3.69e-06;0.475;0.636;86.345;
Grindpad;17.0;0.211;0.983;-3.79;0.187;6.51e-06;0.0116;0.127;0.263;171.662;
Citizen;50.0;0.584;0.876;-3.635;0.0652;0.00698;0.0002;0.0895;0.703;149.976;
Of Mice & Men;52.0;0.529;0.944;-7.203;0.0881;8.05e-05;0.0389;0.104;0.133;115.002;
Muddy Waters;36.0;0.365;0.713;-6.984;0.114;0.597;2.07e-05;0.971;0.324;82.434;
Black Rebel Motorcycle Club;61.0;0.415;0.901;-3.124;0.0428;0.00987;0.361;0.136;0.424;128.216;
Silverstein;44.0;0.385;0.922;-4.705;0.107;0.000131;;0.246;0.501;170.131;
Bleached;47.0;0.725;0.695;-6.934;0.0288;0.000697;0.00161;0.233;0.86;127.523;
Dashboard Confessional;62.0;0.463;0.827;-4.085;0.0437;0.013;2.41e-05;0.0964;0.26;94.035;
Willie Dixon;50.0;0.469;0.236;-16.981;0.0364;0.407;0.0434;0.215;0.415;82.232;
Battering Ram;29.0;0.553;0.941;-5.312;0.073;0.000226;0.000465;0.127;0.5;108.735;
Mannequin Pussy;47.0;0.354;0.877;-4.817;0.065;0.00501;0.0245;0.348;0.388;129.879;
Fontaines D.C.;45.0;0.5;0.947;-3.602;0.0452;0.044;;0.205;0.966;181.834;
Gavin DeGraw;64.0;0.423;0.862;-5.13;0.0695;0.00791;;0.133;0.462;154.746;
Meek Mill;60.0;0.73;0.772;-3.883;0.316;0.0878;;0.401;0.403;147.053;
Little Feat;30.0;0.488;0.674;-8.366;0.0497;0.225;0.00156;0.728;0.724;146.566;
System Of A Down;60.0;0.458;0.783;-3.226;0.0322;0.346;6.14e-06;0.13;0.224;113.072;
Alaska Reid;28.0;0.348;0.368;-11.761;0.046;0.843;0.00218;0.399;0.0488;140.122;
Yuno;61.0;0.714;0.708;-5.524;0.027;0.0112;0.0141;0.0609;0.902;93.005;
Nation of Language;46.0;0.558;0.876;-5.625;0.0288;0.0244;0.293;0.0971;0.448;141.995;
Middle Child;37.0;0.743;0.479;-8.737;0.0757;0.581;3.23e-05;0.11;0.29;139.954;
Beach Bunny;51.0;0.582;0.859;-3.943;0.0399;0.000209;0.125;0.0841;0.61;121.968;
Mae;46.0;0.554;0.82;-6.156;0.0486;0.114;1.87e-06;0.204;0.372;120.893;
Ritchie Valens;55.0;0.616;0.724;-8.101;0.042;0.788;3.16e-06;0.128;0.809;81.402;
King Gizzard & The Lizard Wizard;50.0;0.461;0.75;-8.688;0.0436;0.0243;0.451;0.116;0.798;166.019;
Editors;54.0;0.349;0.923;-2.432;0.0539;1.95e-05;0.111;0.336;0.535;149.904;
Mohammed Rafi;24.0;0.269;0.342;-8.632;0.0301;0.936;2.04e-06;0.109;0.143;80.073;
Vijay Prakash;17.0;0.414;0.585;-7.315;0.0879;0.768;;0.0897;0.742;168.025;
A. Nayaka;45.0;0.753;0.761;-5.735;0.153;0.312;;0.077;0.805;147.05;
Rage Against The Machine;60.0;0.62;0.912;-4.011;0.221;0.0728;7.15e-05;0.249;0.291;106.236;
Dana Williams;33.0;0.586;0.332;-12.445;0.0407;0.71;0.0421;0.0782;0.269;95.996;
Embrace;48.0;0.232;0.719;-6.255;0.0428;0.000118;0.000226;0.119;0.323;165.906;
Dream State;50.0;0.449;0.92;-5.601;0.0837;0.00286;1.64e-05;0.337;0.208;145.976;
Charley Pride;49.0;0.684;0.498;-10.836;0.03;0.708;;0.365;0.905;131.855;
Buddy Guy;33.0;0.441;0.9;-4.03;0.095;0.0109;0.462;0.253;0.465;119.141;
Ekin Fil;21.0;0.142;0.0664;-25.04;0.0467;0.871;0.942;0.102;0.0388;145.565;
Keb' Mo';32.0;0.558;0.322;-11.802;0.0343;0.754;0.0017;0.11;0.286;73.868;
The Lumineers;56.0;0.664;0.573;-6.519;0.0277;0.613;0.000363;0.0857;0.566;76.023;
Tommy Genesis;51.0;0.716;0.855;-7.856;0.0488;0.00287;0.00593;0.268;0.377;138.008;
Ziggy Marley;64.0;0.88;0.564;-6.431;0.0498;0.0786;;0.0565;0.83;99.019;
What A Day - Edit;20.0;0.663;0.434;-9.03;0.0278;0.539;0.0732;0.0906;0.593;136.018;
Dua Lipa;82.0;0.73;0.729;-3.434;0.0883;0.167;1.39e-06;0.349;0.467;113.013;
Noah Cunane;49.0;0.364;0.936;-4.281;0.146;0.000626;2.5e-06;0.427;0.579;180.191;
LCD Soundsystem;60.0;0.92;0.914;-4.555;0.0444;0.0222;7.62e-05;0.114;0.974;135.923;
DEAR MOTHER;41.0;0.469;0.86;-7.417;0.0591;3.95e-05;0.0452;0.152;0.245;122.027;
3d Blast;32.0;0.377;0.773;-7.417;0.0732;0.0481;0.00263;0.87;0.548;119.883;
Layla Zoe;37.0;0.469;0.445;-8.452;0.0286;0.682;0.000716;0.119;0.237;107.865;
Novocaine;24.0;0.333;0.88;-7.791;0.065;0.0023;0.00147;0.127;0.266;168.138;
ABBA;36.0;0.364;0.776;-9.849;0.0557;0.00979;0.00127;0.837;0.459;127.926;
Spank Rock;16.0;0.777;0.693;-10.473;0.439;0.246;0.0139;0.249;0.485;126.005;
Kenny Wayne Shepherd;32.0;0.688;0.756;-6.046;0.0323;0.164;0.00267;0.121;0.883;110.981;
Catfish and the Bottlemen;59.0;0.459;0.883;-4.1;0.0476;0.000491;0.0267;0.118;0.338;147.943;
Emma-Jean Thackray;44.0;0.419;0.608;-9.957;0.054;0.798;0.0476;0.129;0.341;125.144;
Half Your Love;59.0;0.73;0.249;-9.888;0.0344;0.886;;0.096;0.332;132.007;
Moonspell;45.0;0.235;0.867;-6.408;0.0647;0.000133;0.000938;0.0758;0.305;142.939;
Pantera;40.0;0.352;0.915;-3.727;0.0586;4.13e-05;0.000488;0.208;0.264;82.589;
The Smithereens;52.0;0.657;0.828;-9.344;0.0283;0.0892;;0.0575;0.908;123.799;
Sam Tompkins;49.0;0.786;0.321;-8.452;0.0807;0.711;;0.114;0.658;87.99;
Chromeo;48.0;0.686;0.902;-3.154;0.0304;0.00575;0.0427;0.125;0.648;129.971;
Papa Roach;81.0;0.589;0.89;-3.719;0.0603;0.000481;0.00082;0.201;0.692;90.598;
alt-J;73.0;0.611;0.643;-7.372;0.037;0.117;0.00101;0.131;0.258;74.991;
Helstar;20.0;0.319;0.945;-5.512;0.0677;0.000128;0.00101;0.381;0.104;124.944;
Mavis Staples;36.0;0.756;0.875;-7.132;0.0743;0.35;0.00928;0.686;0.753;115.257;
Billy Ocean;63.0;0.666;0.91;-6.457;0.0399;0.0874;8.41e-06;0.336;0.919;117.14;
Madness;66.0;0.589;0.715;-6.073;0.0401;0.0884;0.00105;0.0559;0.806;120.999;
Islands;40.0;0.681;0.735;-6.984;0.0332;0.343;0.00521;0.351;0.725;106.085;
Jelani Aryeh;66.0;0.724;0.48;-7.537;0.0342;0.211;0.0772;0.289;0.591;125.007;
Nick Jonas;66.0;0.65;0.714;-5.933;0.0274;0.124;;0.095;0.427;132.009;
Akhlys;37.0;0.276;0.938;-6.351;0.124;3.47e-06;0.894;0.585;0.0323;179.923;
Metro Marrs;47.0;0.664;0.561;-7.72;0.0506;0.145;;0.143;0.489;146.207;
Against The Current;64.0;0.402;0.924;-4.089;0.156;0.00021;;0.237;0.443;180.075;
Pinkish Blu;39.0;0.581;0.812;-4.456;0.0365;0.0232;;0.0865;0.622;133.992;
Abby Sage;31.0;0.573;0.452;-6.642;0.0312;0.196;5.64e-06;0.124;0.149;76.014;
Shire T;44.0;0.633;0.969;-6.112;0.0581;0.0113;0.654;0.123;0.603;138.946;
SOPHIE;50.0;0.823;0.381;-7.372;0.0889;0.000497;0.000542;0.14;0.46;107.996;
Justin Quiles;68.0;0.77;0.899;-2.981;0.0494;0.222;1.14e-06;0.0894;0.851;128.05;
Eddie Berman;57.0;0.463;0.153;-14.082;0.0385;0.903;1.23e-05;0.152;0.254;73.506;
CAN;41.0;0.806;0.6;-11.02;0.0535;0.0251;0.187;0.0408;0.932;113.544;
Taking Back Sunday;58.0;0.491;0.904;-4.729;0.0765;0.00929;;0.106;0.607;156.031;
Chernikovskaya Hata;50.0;0.56;0.801;-8.789;0.0273;0.0385;0.897;0.313;0.834;129.953;
Joe Bonamassa;44.0;0.411;0.91;-4.867;0.0392;0.000243;0.00082;0.0931;0.613;106.675;
T. Rex;55.0;0.565;0.543;-8.505;0.0376;0.0839;0.0521;0.0867;0.486;130.983;
Slow Pulp;39.0;0.581;0.432;-7.305;0.0262;0.461;0.00127;0.0972;0.253;140.062;
The Hives;58.0;0.623;0.947;-3.934;0.103;0.00386;0.00575;0.582;0.684;146.318;
Ellie Goulding;65.0;0.682;0.795;-6.17;0.0367;0.0297;0.0391;0.131;0.78;120.008;
The Bravery;58.0;0.385;0.949;-3.369;0.0459;0.00501;2.13e-06;0.113;0.517;166.137;
Yuck;30.0;0.468;0.693;-2.301;0.0378;0.00247;0.542;0.236;0.538;133.052;
Lenny Kravitz;50.0;0.73;0.65;-8.142;0.0354;0.00243;0.0245;0.0445;0.748;120.038;
Cam;71.0;0.577;0.634;-6.905;0.0365;0.00339;0.000332;0.209;0.335;75.752;
The Killers;62.0;0.466;0.951;-3.314;0.125;0.0016;0.00242;0.351;0.499;165.107;
Mahesh Raghvan;22.0;0.488;0.55;-11.406;0.0359;0.0241;0.0206;0.129;0.125;181.99;
Bay Ledges;36.0;0.695;0.654;-10.254;0.0523;0.379;0.149;0.177;0.946;86.016;
Josh Fudge;58.0;0.592;0.733;-7.09;0.0544;0.109;0.201;0.591;0.695;104.977;
Shinedown;51.0;0.6;0.492;-6.972;0.0284;0.558;;0.244;0.287;116.016;
Jack Harlow;79.0;0.794;0.756;-7.16;0.136;0.11;;0.247;0.775;123.066;
Thundercat;68.0;0.648;0.59;-9.664;0.0942;0.697;0.808;0.111;0.401;81.045;
Cryptosis;26.0;0.409;0.943;-6.833;0.0961;2.26e-05;0.73;0.216;0.167;134.997;
Antonio Amaya;13.0;0.413;0.491;-8.164;0.0423;0.93;;0.23;0.771;106.825;
The Lightning Seeds;50.0;0.551;0.919;-5.771;0.046;0.0116;0.00325;0.153;0.68;121.541;
The Catheters;38.0;0.198;0.964;-3.874;0.21;0.000245;0.00321;0.172;0.191;163.424;
Robin Trower;32.0;0.546;0.227;-12.635;0.0317;0.782;0.0858;0.141;0.101;60.037;
Boxout;31.0;0.354;0.777;-6.648;0.06;0.0553;0.000383;0.38;0.393;200.139;
The Isley Brothers;27.0;0.333;0.547;-11.288;0.0443;0.151;0.0692;0.165;0.473;162.392;
Echo Collective;26.0;0.0765;0.0521;-18.188;0.0431;0.826;0.886;0.092;0.0271;80.809;
Kina Grannis;62.0;0.612;0.107;-15.867;0.0302;0.936;;0.109;0.637;78.393;
David Bowie;75.0;0.49;0.758;-6.491;0.0297;0.000671;0.484;0.092;0.435;112.114;
Vampire Weekend;56.0;0.692;0.717;-4.226;0.0498;0.111;0.00123;0.044;0.973;119.902;
Alan Walker;73.0;0.649;0.69;-5.384;0.0296;0.0247;;0.161;0.593;104.04;
Garbage;54.0;0.557;0.762;-7.487;0.0323;0.000751;0.0406;0.43;0.514;113.888;
No Doubt;47.0;0.606;0.75;-4.535;0.0306;0.00264;0.000788;0.321;0.771;126.316;
Good Charlotte;74.0;0.494;0.939;-3.127;0.126;0.00666;;0.139;0.893;177.751;
Crisix;28.0;0.408;0.987;-3.663;0.153;0.000125;0.0565;0.434;0.389;104.966;
Proxy;11.0;0.345;0.698;-8.214;0.171;0.00735;0.872;0.14;0.0395;127.992;
Phoebe Bridgers;50.0;0.149;0.299;-11.163;0.0351;0.92;0.00197;0.202;0.273;83.734;
The Verve;41.0;0.306;0.635;-7.566;0.032;0.017;0.323;0.0769;0.221;150.1;
Routine;43.0;0.498;0.731;-7.25;0.0243;0.128;0.0489;0.156;0.6;97.055;
YUNGBLUD;8.0;0.624;0.451;-5.397;0.0303;0.394;;0.071;0.551;119.971;
The Hives;50.0;0.43;0.954;-4.541;0.105;0.261;0.00262;0.155;0.79;135.96;
Suicidal Tendencies;43.0;0.299;0.914;-12.181;0.0479;0.00107;0.0121;0.102;0.637;103.465;
MaidaVale;30.0;0.38;0.691;-7.79;0.0335;0.00156;0.000889;0.104;0.514;83.772;
Ramones;61.0;0.597;0.96;-3.989;0.042;0.169;2.89e-05;0.105;0.937;163.017;
Hardcastle;48.0;0.598;0.751;-5.869;0.0327;0.0299;1.64e-06;0.139;0.671;120.033;
Department S;39.0;0.488;0.744;-13.597;0.0455;0.00201;0.00831;0.312;0.759;149.43;
The Coral;65.0;0.441;0.684;-7.495;0.031;0.374;0.000848;0.108;0.971;199.001;
Mississippi John Hurt;43.0;0.611;0.0785;-20.543;0.0503;0.964;0.00014;0.0903;0.763;104.233;
Blood Command;32.0;0.506;0.954;-5.126;0.0835;0.0003;7.28e-06;0.332;0.404;129.929;
Shannon Shaw;35.0;0.492;0.736;-5.134;0.0318;0.00376;0.000386;0.128;0.555;122.442;
Silent Child;64.0;0.617;0.557;-5.931;0.0381;0.155;2.87e-05;0.48;0.355;143.912;
Ed Sheeran;61.0;0.549;0.449;-10.479;0.0455;0.732;;0.117;0.506;76.028;
Joan Jett & The Blackhearts;54.0;0.572;0.836;-3.159;0.0867;0.0247;0.000221;0.159;0.726;127.667;
Sea Girls;49.0;0.661;0.658;-5.859;0.0402;0.00302;;0.862;0.813;119.978;
Mako;31.0;0.735;0.43;-9.532;0.0349;0.573;;0.111;0.522;129.942;
Ozzy Osbourne;50.0;0.472;0.996;-0.578;0.16;0.00687;;0.392;0.114;117.004;
Avril Lavigne;78.0;0.585;0.776;-5.898;0.0459;0.0572;7.74e-06;0.3;0.427;77.987;
Good Charlotte;56.0;0.408;0.949;-3.187;0.168;0.000142;5.42e-06;0.26;0.341;155.124;
Fabio Rock;27.0;0.648;0.813;-5.064;0.0397;0.131;0.00155;0.116;0.484;125.153;
Reverend And The Makers;56.0;0.546;0.838;-2.406;0.0407;0.00606;2.7e-05;0.104;0.761;132.969;
MC5;39.0;0.329;0.806;-11.925;0.0596;0.0565;0.21;0.355;0.619;142.625;
TOTO;71.0;0.365;0.513;-13.034;0.0357;0.0208;0.000147;0.205;0.739;80.647;
payton;54.0;0.649;0.623;-7.316;0.0314;0.282;;0.111;0.426;120.067;
Dua Saleh;40.0;0.406;0.484;-9.195;0.101;0.503;;0.652;0.265;75.067;
Fountains Of Wayne;54.0;0.739;0.554;-5.668;0.0363;0.39;;0.0785;0.978;137.013;
Cage The Elephant;51.0;0.492;0.939;-3.501;0.118;0.00247;0.0021;0.131;0.484;166.03;
Billie Eilish;83.0;0.332;0.225;-8.697;0.0348;0.767;0.00349;0.128;0.297;81.055;
Sanford Clark;23.0;0.698;0.608;-9.719;0.0361;0.186;0.00147;0.261;0.635;109.893;
Canned Heat;60.0;0.466;0.182;-19.537;0.0457;0.879;0.0556;0.341;0.216;128.811;
Phil Vassar;61.0;0.596;0.706;-5.562;0.0261;0.359;;0.36;0.705;146.095;
Long Blue Light;63.0;0.552;0.485;-9.111;0.0332;0.517;0.106;0.164;0.51;71.548;
Beyond The Black;44.0;0.491;0.833;-5.743;0.0422;4.69e-05;;0.294;0.334;140.005;
Cage The Elephant;61.0;0.423;0.931;-5.225;0.0539;0.0119;0.00104;0.629;0.61;150.385;
Jets To Brazil;45.0;0.443;0.415;-8.808;0.0294;0.00464;0.00123;0.125;0.239;122.522;
Khruangbin;65.0;0.751;0.49;-13.679;0.0453;0.00932;0.145;0.0725;0.925;105.407;
Richie Kotzen;37.0;0.505;0.908;-4.717;0.0561;3.71e-05;0.0092;0.207;0.494;123.928;
The Dandy Warhols;39.0;0.523;0.698;-8.265;0.0319;0.017;0.8;0.203;0.235;102.11;
YONAKA;56.0;0.503;0.685;-6.48;0.0423;0.0421;;0.0674;0.508;146.997;
Oceanhoarse;35.0;0.4;0.947;-5.327;0.0525;1.21e-06;0.809;0.216;0.277;89.439;
The Revisit Project;15.0;0.628;0.59;-7.47;0.0487;0.295;0.829;0.137;0.436;86.049;
Cary Morin;41.0;0.73;0.211;-12.914;0.0497;0.872;0.19;0.116;0.76;104.472;
Sudan Archives;40.0;0.64;0.437;-9.796;0.0331;0.225;;0.0796;0.15;80.007;
Limp Bizkit;71.0;0.576;0.864;-3.981;0.0462;0.02;1.68e-06;0.683;0.609;97.225;
Trois Amis;59.0;0.559;0.194;-16.927;0.0412;0.909;0.852;0.132;0.169;84.095;
Pit Pony;25.0;0.117;0.916;-3.281;0.0723;1.39e-05;0.0992;0.219;0.423;151.886;
Catch Your Breath;42.0;0.403;0.971;-4.947;0.288;0.000182;0.000439;0.152;0.147;200.073;
Wendy Marcini;52.0;0.274;0.351;-12.784;0.0362;0.957;0.547;0.126;0.128;59.043;
Still Woozy;71.0;0.714;0.483;-9.378;0.195;0.436;2.3e-05;0.28;0.67;91.025;
Spare Parts For Broken Hearts;24.0;0.491;0.71;-9.06;0.0307;0.000981;4.6e-05;0.228;0.418;122.003;
Midnight Oil;31.0;0.65;0.747;-6.691;0.0283;0.0291;7.98e-05;0.45;0.256;108.013;
AC/DC;80.0;0.532;0.767;-5.509;0.0574;0.00287;0.000513;0.39;0.755;127.361;
Lilith Czar;47.0;0.439;0.726;-6.53;0.042;0.000518;0.000835;0.0857;0.403;99.054;
Wake Up Hate;45.0;0.522;0.977;-2.586;0.18;0.00165;;0.799;0.495;89.946;
The Lazy Eyes;33.0;0.551;0.831;-5.922;0.141;0.064;0.0798;0.323;0.619;176.091;
The Sunday Estate;36.0;0.493;0.763;-5.603;0.0344;5.19e-05;2.01e-05;0.0986;0.215;127.948;
Kishore Kumar;24.0;0.523;0.492;-12.688;0.0707;0.832;3.8e-05;0.126;0.781;81.663;
Josiah and the Bonnevilles;38.0;0.419;0.662;-6.976;0.0296;0.172;0.00022;0.211;0.594;83.906;
Ministry;54.0;0.541;0.91;-5.114;0.0529;4.33e-06;0.597;0.79;0.397;125.076;
Arcade Fire;65.0;0.401;0.933;-5.682;0.0344;0.00744;0.627;0.318;0.734;127.193;
blink-182;66.0;0.411;0.962;-5.952;0.0917;0.103;;0.529;0.622;173.143;
BarbWalters;31.0;0.597;0.901;-5.061;0.419;0.0644;0.0131;0.13;0.427;126.012;
AB6IX;31.0;0.445;0.861;-4.045;0.0876;0.0644;;0.0986;0.549;153.0;
Tyler Leads;27.0;0.293;0.978;-4.882;0.087;5.51e-05;0.00604;0.518;0.514;141.714;
Jade Bird;54.0;0.584;0.81;-3.092;0.0406;0.0188;;0.313;0.57;119.859;
Jace Everett;49.0;0.591;0.864;-4.706;0.0399;0.0446;0.00571;0.279;0.728;131.006;
'Til Tuesday;58.0;0.583;0.574;-9.044;0.0239;0.0282;2.14e-06;0.114;0.578;104.995;
Sturgill Simpson;47.0;0.312;0.562;-6.495;0.0298;0.123;0.173;0.136;0.514;185.725;
Visions;53.0;0.516;0.243;-11.832;0.0319;0.872;0.00598;0.0999;0.204;97.526;
Everything Everything;41.0;0.656;0.599;-8.314;0.0684;0.00966;1.36e-06;0.0681;0.301;104.998;
breathe again;13.0;0.323;0.142;-11.612;0.036;0.93;4.26e-05;0.106;0.22;78.347;
blink-182;53.0;0.475;0.826;-6.121;0.0532;0.0222;;0.659;0.422;167.071;
Westlife;37.0;0.673;0.77;-4.071;0.0344;0.608;;0.113;0.565;117.116;
Flobots;62.0;0.704;0.571;-7.136;0.0969;0.0222;;0.101;0.524;141.888;
PUP;39.0;0.783;0.693;-7.764;0.0972;0.131;0.881;0.0171;0.854;108.022;
Gordi;40.0;0.591;0.745;-4.921;0.0405;0.0111;6.89e-05;0.134;0.334;130.985;
Lime Cordiale;57.0;0.705;0.692;-7.271;0.0303;0.00149;0.000193;0.137;0.772;125.933;
Weezer;54.0;0.539;0.893;-4.566;0.0423;0.14;;0.339;0.683;135.76;
Lonestar;61.0;0.557;0.553;-7.954;0.0319;0.247;;0.125;0.253;139.821;
Deep Purple;66.0;0.521;0.721;-7.699;0.0254;0.00348;0.0113;0.391;0.611;97.578;
Piebald;28.0;0.316;0.885;-3.412;0.221;0.0106;0.000332;0.0964;0.298;77.775;
Tommy McClennan;24.0;0.664;0.174;-16.829;0.117;0.912;1.85e-05;0.106;0.625;114.867;
Baird;52.0;0.719;0.715;-6.549;0.0758;0.0849;0.00582;0.142;0.393;87.922;
Kink Gong;9.0;0.248;0.491;-15.27;0.0954;0.277;0.11;0.424;0.481;172.917;
Guess Again;49.0;0.645;0.658;-5.87;0.0272;0.054;0.367;0.106;0.509;122.521;
SD Muni;50.0;0.864;0.631;-6.924;0.381;0.225;;0.166;0.699;144.066;
The Teskey Brothers;58.0;0.509;0.467;-4.94;0.0331;0.436;9.98e-06;0.0971;0.538;175.159;
The Strokes;75.0;0.489;0.649;-5.11;0.0336;0.000603;0.713;0.101;0.77;158.009;
DMX;2.0;0.86;0.795;-3.89;0.272;0.0438;;0.0493;0.695;91.029;
Prince;71.0;0.729;0.989;-4.613;0.049;0.0102;4.45e-05;0.443;0.84;126.47;
Van Morrison;72.0;0.608;0.524;-10.266;0.0309;0.367;0.00254;0.115;0.797;86.204;
Darkthrone;47.0;0.267;1.0;-4.92;0.135;0.016;0.447;0.45;0.0215;138.616;
Joji;67.0;0.738;0.533;-7.617;0.0492;0.183;0.000252;0.115;0.262;132.008;
Red Sun Rising;40.0;0.57;0.702;-6.22;0.0331;0.000703;0.0361;0.112;0.539;91.972;
Yves Tumor;60.0;0.565;0.726;-6.715;0.0548;0.00181;3.06e-06;0.103;0.715;178.078;
Converge;33.0;0.348;0.941;-4.155;0.0903;3.27e-06;0.786;0.0559;0.184;139.467;
Trousdale;46.0;0.586;0.269;-7.672;0.0262;0.885;;0.0906;0.257;105.809;
Parkway Drive;59.0;0.299;0.99;-3.498;0.156;0.000732;0.000405;0.165;0.197;110.313;
Unida;36.0;0.214;0.942;-3.928;0.157;0.000359;0.708;0.0942;0.391;130.433;
Sophia Holmes Band;43.0;0.547;0.299;-14.633;0.033;0.981;0.92;0.142;0.576;81.407;
Ms. Lauryn Hill;48.0;0.322;0.74;-6.393;0.117;0.127;;0.361;0.317;148.604;
Quivers;15.0;0.517;0.503;-8.642;0.0311;0.0117;0.105;0.129;0.548;121.217;
Social Distortion;55.0;0.336;0.942;-9.252;0.0492;0.0114;0.0291;0.0833;0.703;179.874;
Westlife;13.0;0.626;0.532;-7.205;0.0275;0.296;;0.123;0.33;130.071;
The Beach Boys;71.0;0.521;0.487;-7.525;0.0299;0.253;;0.0579;0.483;117.072;
Ayreon;42.0;0.501;0.69;-7.635;0.0314;0.00572;0.000805;0.16;0.0492;96.988;
Wheel;35.0;0.523;0.81;-5.717;0.0474;0.000676;0.547;0.243;0.185;128.915;
Adrian Younge;18.0;0.509;0.874;-4.515;0.0437;0.0687;2.2e-05;0.431;0.692;136.051;
Velvet Revolver;63.0;0.464;0.887;-4.65;0.0499;0.000429;0.333;0.126;0.23;132.759;
Van Halen;57.0;0.2;0.434;-14.274;0.0294;0.263;;0.117;0.37;83.876;
